TOKEN_ID,TOKEN_NAME,Background,Race,Eyes,Eye Color,Shirt,Hair,Neck,Core,Drip Grade,Face Decoration,Hat,Glasses,Necklace,Earring
4422,Milady 4422,roadside,clay,classic,brown,tie dye shirt,tuft blue,,lolita-harajuku,normal,,cat ears with bell,,,
4423,Milady 4423,sunrise,pink,closed,grey,bear sweater,short orange,,prep,b-drip,,varsity cap,,,
4424,Milady 4424,bushland,pink,crying,green,sheep pullover,tuft blue,anime chest tattoo,lolita-prep,b-drip,,pink bonnet,,,
4425,Milady 4425,sunrise,pale,sleepy,brown,western jacket,bowl purple,,prep-hypebeast,c-drip,star heart tattoo,plaid bonnet,,,
4426,Milady 4426,mountain,tan,dilated,green,special people shirt,og blue,,gyaru,normal,,,,,
4427,Milady 4427,bushland,black,dilated,green,bowling shirt oriental,tuft purple,castle neck tattoo,hypebeast-harajuku,ss-drip,temple cross tattoo,cat earmuffs,,smiley bead necklace,
4428,Milady 4428,sonora,tan,sleepy,green,skull sweater,short blonde,,hypebeast,c-drip,nose ring gold,,,,
4429,Milady 4429,bushland,pink,dilated,brown,active dissident shirt,tuft purple,,gyaru,b-drip,crescent tattoo,,,,
4430,Milady 4430,sonora,pink,dilated,green,bowling shirt,braid brown,,hypebeast,c-drip,,,,,
4431,Milady 4431,mountain,tan,dilated,green,tie dye shirt,bowl blue,spider neck tattoo,lolita-harajuku,s-drip,,goth headband,moakleys,,
4432,Milady 4432,clouds,pink,classic,blue,sailor lolita,og blue,castle neck tattoo,lolita-prep,a-drip,,orange beret,,,
4433,Milady 4433,mountain,pale,sparkle,green,sheep pullover,bowl slate,,prep-gyaru,normal,,cross cap pink,,,
4434,Milady 4434,sunset,pink,sparkle,green,active dissident shirt,braid green,,gyaru,c-drip,,,prescription glasses,,
4435,Milady 4435,bushland,pale,heart eyes,grey,chore coat,short blue,,hypebeast,normal,star heart tattoo,,,,
4436,Milady 4436,mountain,pink,teary,green,im cute im punk shirt,og orange,lean neck tattoo,gyaru,a-drip,teardrops tattoo,trucker pink camo,,,
4437,Milady 4437,tennis,pale,sparkle,green,special people shirt,og frosted purple,spider neck tattoo,gyaru,normal,,,,,
4438,Milady 4438,clouds,clay,dilated,brown,sweater and tie,og blue,,prep,normal,,,,,chain earrings
4439,Milady 4439,sunset,pink,sleepy,green,meedles tracksuit,braid green,,hypebeast-gyaru,ss-drip,,flower clip,moakleys,,burger earring
4440,Milady 4440,clouds,pale,sleepy,blue,meedles tracksuit,bowl harajuku dye,,hypebeast,a-drip,,,,,cherry earring
4441,Milady 4441,sunset,clay,classic,green,fur coat,og orange,,lolita-harajuku,b-drip,,migoko hat,,,
4442,Milady 4442,roadside,pink,dilated,green,leopard vest,bowl green,,hypebeast-harajuku,c-drip,,treeprint bucket,,,
4443,Milady 4443,sunset,pink,teary,brown,red puffer,braid brown,anime chest tattoo,hypebeast,c-drip,,,,,dual rings gold
4444,Milady 4444,sunrise,pale,sparkle,green,bowling shirt,braid purple,,hypebeast,b-drip,,,,lean neck tattoo,
4445,Milady 4445,bushland,pink,sparkle,green,super lover shirt,tuft dark,,gyaru,c-drip,,backwards trucker pink,,,dual rings silver
4446,Milady 4446,nagano,pale,classic,leaf,knit sweater,bowl slate,,prep,normal,,tennis visor,,,
4447,Milady 4447,roadside,pale,classic,green,maf rothko,bowl harajuku dye,,hypebeast,ss-drip,temple cross tattoo,,cobain glasses,,
4448,Milady 4448,roadside,clay,sleepy,lilac,mwo shirt,bowl purple,,gyaru,c-drip,,,prescription glasses,,
4449,Milady 4449,sunrise,clay,classic,blue,green blazer,og frosted blonde,castle neck tattoo,prep,b-drip,,tennis visor,,,
4450,Milady 4450,mountain,tan,teary,green,bosozuku jacket,short orange,,harajuku-gyaru,ss-drip,,flower clip,,,cherry earring
4451,Milady 4451,streets,pink,teary,brown,bowling shirt oriental,short blonde,,hypebeast,b-drip,,,,mestwood pearl necklace,
4452,Milady 4452,sunset,clay,teary,brown,black blazer,og frosted purple,,prep-hypebeast,normal,,treeprint bucket,,,
4453,Milady 4453,mountain,pink,sparkle,brown,peter pan collar shirt,tuft green,,lolita,normal,,,,,
4454,Milady 4454,yashima,clay,dilated,blue,tie dye shirt,short blonde,,harajuku,normal,,,,,
4455,Milady 4455,sunrise,pink,dilated,green,jesus tank,bowl blue,,gyaru,normal,,,,,
4456,Milady 4456,clouds,pale,sparkle,green,goth harajuku,og black,,lolita-harajuku,c-drip,,pink bonnet,larry glasses,,
4457,Milady 4457,streets,tan,classic,brown,im cute im punk shirt,tuft green,,harajuku-gyaru,a-drip,,halo,,,
4458,Milady 4458,clouds,pale,spiral,lilac,pink knit polo,braid purple,,lolita-prep,a-drip,,cat ears with bell,,,loop chain earring
4459,Milady 4459,bushland,pink,sleepy,brown,pink knit polo,tuft brown,,lolita-prep,normal,star heart tattoo,fuzz earmuffs,,,
4460,Milady 4460,sunset,clay,classic,brown,leopard polo,og black,,gyaru,b-drip,,,cobain glasses,pearl necklace,
4461,Milady 4461,casino,black,dilated,lilac,ribbon lolita,og orange,castle neck tattoo,lolita,b-drip,temple cross tattoo,,,,safety pin piercing
4462,Milady 4462,yashima,clay,smug,brown,ulzzang coat,tuft blue,,prep-gyaru,b-drip,,trucker hat 911,,,
4463,Milady 4463,tennis,black,teary,brown,remilia tank,bowl black,castle neck tattoo,prep-gyaru,b-drip,,beret,,,
4464,Milady 4464,sunrise,pale,sparkle,blue,heihei shirt,og frosted purple,,harajuku,b-drip,,,,milady beads,
4465,Milady 4465,sunset,pink,dilated,brown,super lover shirt,tuft green,anime chest tattoo,gyaru,normal,,,prescription glasses,,
4466,Milady 4466,roadside,clay,sleepy,leaf,fuzzy coat,bowl slate,,prep,normal,,,,,
4467,Milady 4467,sonora,pale,dilated,green,tennis outfit,tuft green,,prep-hypebeast,s-drip,,meedles headband,prescription glasses,evil eye necklace,
4468,Milady 4468,mountain,clay,sparkle,brown,jesus tank,short pink,,prep-gyaru,b-drip,,tennis visor,,,diamond stud
4469,Milady 4469,roadside,clay,classic,blue,sweater and tie,bowl black,,lolita-prep,normal,nose ring silver,bear hat,,,
4470,Milady 4470,sunrise,pink,sleepy,blue,chore coat,braid purple,,hypebeast,c-drip,,,,,
4471,Milady 4471,casino,pink,teary,brown,meedles tracksuit,braid blue,,prep-hypebeast,ss-drip,nose ring gold,spotted fur hat,,,bar piercings
4472,Milady 4472,bushland,pale,teary,aqua,goth harajuku,bowl brown,anime chest tattoo,harajuku,s-drip,,bear ears,round glasses,,flower earring
4473,Milady 4473,bjork,pink,spiral,blue,matagonia pullover,tuft blue,,lolita-hypebeast,a-drip,,blue pink bow,,,
4474,Milady 4474,clouds,pink,classic,green,leopard polo,og blue,,hypebeast-gyaru,a-drip,,miteryx beanie,,,
4475,Milady 4475,sunrise,pale,sparkle,green,blue ribbon tank,short blonde,castle neck tattoo,gyaru,normal,,,,milady beads,
4476,Milady 4476,sunset,pink,dilated,brown,fur coat,bowl slate,,lolita,c-drip,,,mottega sunglasses blue,,cross earring
4477,Milady 4477,sunset,clay,teary,lilac,silk shirt,braid green,,hypebeast,s-drip,,,harajuku glasses,,
4478,Milady 4478,sunrise,pale,teary,brown,cardigan tee,bowl brown,,harajuku,a-drip,face piercings,bear ears,,fliphone lanyard,
4479,Milady 4479,bushland,pale,teary,blue,green blazer,og green,,prep-gyaru,normal,,workin cap,,,
4480,Milady 4480,sunrise,pale,teary,blue,fur coat,og frosted blonde,,lolita,b-drip,nose ring silver,,prescription glasses,,dual rings gold
4481,Milady 4481,sunset,clay,crying,green,hikki condition shirt,og black,,hypebeast-gyaru,b-drip,,trucker gothic milady,,,bar piercings
4482,Milady 4482,sunrise,pale,closed,blue,maf rothko,braid black,spider neck tattoo,hypebeast-harajuku,s-drip,face piercings,bandana,round glasses,,
4483,Milady 4483,casino,pale,sleepy,aqua,matagonia pullover,tuft green,spider neck tattoo,hypebeast-gyaru,b-drip,,aloha visor,,silver coin necklace,
4484,Milady 4484,sonora,clay,dilated,brown,active dissident shirt,og frosted purple,,hypebeast-gyaru,a-drip,,trucker gothic milady,,,diamond stud
4485,Milady 4485,mountain,pink,dilated,brown,black blazer,og blonde,,prep-gyaru,normal,,backwards trucker pink,,,dual rings gold
4486,Milady 4486,roadside,clay,teary,brown,green blazer,tuft brown,,lolita-prep,normal,,goth headband,,,
4487,Milady 4487,yashima,pink,teary,green,matagonia pullover,,,hypebeast-harajuku,s-drip,face piercings,strawberry hat,prescription glasses,pearl necklace,
4488,Milady 4488,streets,pale,sleepy,green,tie dye shirt,bowl green,,harajuku-gyaru,normal,,trucker white rabbit,,,
4489,Milady 4489,bushland,pink,sleepy,blue,maf creeper,tuft dark,,hypebeast,b-drip,nose ring gold,,mottega sunglasses blue,,dual rings silver
4490,Milady 4490,bushland,pale,sparkle,green,mouse tank,short green,,gyaru,c-drip,,cross cap white,,lean neck tattoo,
4491,Milady 4491,mountain,black,sparkle,blue,maf creeper,short blue,,lolita-hypebeast,a-drip,,pink bonnet,,,strawberry earring
4492,Milady 4492,sunrise,black,sleepy,green,skull sweater,tuft blue,lean neck tattoo,hypebeast,a-drip,temple cross tattoo,,,,
4493,Milady 4493,mountain,clay,dilated,brown,blue pink shirt,bowl brown,,lolita-harajuku,normal,nose ring gold,fez,,,
4494,Milady 4494,sunset,pale,dilated,blue,bear sweater,short blue,,prep,normal,,,,,
4495,Milady 4495,bushland,pale,classic,lilac,zip polo,og blonde,,harajuku-gyaru,a-drip,,trucker pink camo,,fliphone lanyard,
4496,Milady 4496,sunrise,pink,dilated,green,black blazer,tuft green,,prep,normal,,,,,dual rings gold
4497,Milady 4497,yashima,pink,sleepy,aqua,kogal cardigan,bowl blue,,prep-gyaru,a-drip,,cross cap pink,,,heart pearls earring
4498,Milady 4498,clouds,tan,sleepy,brown,im cute im punk shirt,bowl black,,gyaru,normal,,,,,cross earring
4499,Milady 4499,sonora,clay,sparkle,green,silk shirt,og blonde,,hypebeast-gyaru,c-drip,,shy saints cap,,,
4500,Milady 4500,sunrise,clay,teary,blue,mouse tank,braid black,,gyaru,normal,,,,coral cross necklace,
4501,Milady 4501,train,pink,closed,green,cardigan tee,braid green,,harajuku-gyaru,ss-drip,snakebites,cross cap pink,,cherry necklace,
4502,Milady 4502,bushland,pink,teary,brown,heihei shirt,bowl brown,,harajuku,b-drip,nose ring gold,,,girl necklace,double safety pins
4503,Milady 4503,clouds,pale,sparkle,brown,gold spray puffer,braid green,,hypebeast-gyaru,b-drip,,flower clip,,,
4504,Milady 4504,sonora,pale,classic,green,matagonia pullover,braid brown,,hypebeast,normal,,,,,
4505,Milady 4505,bushland,clay,sparkle,green,sailor lolita,bowl slate,,lolita,c-drip,,pink bow,,,
4506,Milady 4506,bushland,pink,sparkle,leaf,red puffer,short green,,hypebeast-gyaru,normal,,trucker construction,,,
4507,Milady 4507,harajuku,pale,teary,brown,silk shirt,bowl green,,lolita-hypebeast,ss-drip,tyson tribal tattoo,pink bow,,,dual rings gold
4508,Milady 4508,tennis,clay,dilated,blue,sailor lolita,short pink,,lolita-gyaru,b-drip,nose ring gold,backwards trucker pink,,,
4509,Milady 4509,sunset,pink,sparkle,green,mouse tank,short green,,gyaru,c-drip,face piercings,,,,cherry earring
4510,Milady 4510,sunset,alien,dilated,green,remilia tank,bowl blue,,lolita-gyaru,s-drip,,bear hat,,,
4511,Milady 4511,streets,pink,crying,green,ulzzang coat,short blonde,,lolita-prep,b-drip,,goth headband,,,
4512,Milady 4512,bushland,tan,dilated,brown,meline teddy,bowl blue,,hypebeast-gyaru,a-drip,,trucker im so,,,
4513,Milady 4513,sunset,clay,teary,brown,maid,bowl green,,lolita,normal,,,,,dual rings gold
4514,Milady 4514,sunrise,pink,sparkle,blue,goth poncho,bowl green,,lolita-harajuku,b-drip,,bandana,,,safety pin piercing
4515,Milady 4515,sunrise,pale,sleepy,blue,fuzzy coat,og frosted purple,,prep-harajuku,s-drip,nose ring silver,kossphones,larry glasses,,
4516,Milady 4516,casino,pale,sparkle,brown,hikki condition shirt,short orange,,gyaru,normal,,,,,
4517,Milady 4517,mountain,clay,closed,green,bosozuku jacket,og blonde,spider neck tattoo,harajuku,a-drip,,,,cherry necklace,cherry earring
4518,Milady 4518,clouds,pale,sparkle,blue,mouse tank,bowl slate,,gyaru,a-drip,,trucker im so,harajuku glasses,pearl necklace,cross earring
4519,Milady 4519,clouds,black,dilated,blue,pink knit polo,bowl purple,,prep-harajuku,s-drip,,kossphones,,,
4520,Milady 4520,yashima,alien,classic,blue,heihei shirt,short blonde,,harajuku,ss-drip,,,,fliphone lanyard,double safety pins
4521,Milady 4521,bushland,pink,classic,blue,ribbon lolita,og orange,,lolita-harajuku,b-drip,,cake hat,,,dual rings gold
4522,Milady 4522,mountain,pale,classic,brown,black blazer,short pink,,prep,normal,snakebites,,,,
4523,Milady 4523,clouds,pale,classic,brown,heihei shirt,og blue,,lolita-harajuku,b-drip,,fuzz earmuffs,round glasses,,
4524,Milady 4524,mountain,pink,classic,green,blue sweatervest,og blue,,prep-harajuku,a-drip,nose ring silver,kossphones,,silver coin necklace,cherry earring
4525,Milady 4525,mountain,tan,sleepy,blue,matagonia pullover,bowl brown,,hypebeast-gyaru,a-drip,,trucker oasis,sunglasses,,
4526,Milady 4526,mountain,tan,teary,aqua,kogal cardigan,braid green,,prep-hypebeast,b-drip,teardrops tattoo,treeprint bucket,,,
4527,Milady 4527,sunset,pink,dilated,blue,black blazer,og green,,prep,normal,,,,,
4528,Milady 4528,sunrise,pale,teary,blue,pink knit polo,tuft green,anime chest tattoo,prep,s-drip,,spotted fur hat,,,
4529,Milady 4529,tennis,pale,smug,green,mwo shirt,bowl black,,gyaru,ss-drip,,cross cap pink,sunglasses,,heart pearls earring
4530,Milady 4530,mountain,pink,teary,blue,gold spray puffer,og frosted blonde,,hypebeast,ss-drip,,dubai hat,,,loop chain earring
4531,Milady 4531,clouds,clay,spiral,brown,gold spray puffer,tuft dark,,prep-hypebeast,b-drip,,orange beret,,,
4532,Milady 4532,sunrise,tan,smug,grey,malenciaga jersey,short blue,castle neck tattoo,hypebeast,s-drip,,,,,double safety pins
4533,Milady 4533,sunset,pink,heart eyes,blue,remilia tank,braid brown,,gyaru,a-drip,nose ring silver,,,fliphone lanyard,cross earring
4534,Milady 4534,sunrise,pink,sparkle,blue,fur coat,og black,,lolita,normal,,,,,
4535,Milady 4535,mountain,tan,sleepy,blue,blue sweatervest,og black,,prep,normal,,,,,chrome cross
4536,Milady 4536,tennis,clay,teary,blue,cardigan tee,og frosted blonde,,lolita-harajuku,s-drip,face piercings,cat ears with bell,,milady beads,dual rings gold
4537,Milady 4537,sunrise,pale,teary,blue,goth poncho,tuft brown,,lolita,normal,,,,,
4538,Milady 4538,sunset,pale,classic,green,sailor lolita,og blue,spider neck tattoo,lolita,normal,,,,,
4539,Milady 4539,mountain,pink,dilated,green,jesus tank,braid blue,,gyaru,normal,,,,mestwood pearl necklace,
4540,Milady 4540,mountain,clay,dilated,aqua,bear sweater,braid brown,anime chest tattoo,prep-harajuku,c-drip,,bandana,,,
4541,Milady 4541,streets,tan,dilated,green,black blazer,og green,,prep,c-drip,,,prescription glasses,,dual rings silver
4542,Milady 4542,streets,pale,sparkle,green,cactus shirt,og blonde,,hypebeast-gyaru,b-drip,,dubai hat,,,
4543,Milady 4543,sunset,pink,dilated,green,sailor lolita,og green,,lolita-prep,normal,,varsity cap,,,
4544,Milady 4544,clouds,clay,dilated,blue,ribbon lolita,braid black,,lolita,normal,nose ring silver,,,,
4545,Milady 4545,sunrise,clay,dilated,blue,black blazer,og frosted purple,,prep-harajuku,c-drip,,kossphones,,,
4546,Milady 4546,clouds,clay,dilated,aqua,remilia tank,bowl blue,,harajuku-gyaru,a-drip,face piercings,heihei hat,,girl necklace,
4547,Milady 4547,sunrise,pale,teary,blue,blue pink shirt,braid brown,,lolita,normal,face piercings,,prescription glasses,,
4548,Milady 4548,harajuku,pale,sparkle,brown,knit sweater,braid blue,castle neck tattoo,prep-gyaru,b-drip,,trucker hat 911,,,
4549,Milady 4549,tennis,pale,sleepy,green,football shirt,bowl brown,,hypebeast,normal,,,,,
4550,Milady 4550,clouds,clay,spiral,brown,maf creeper,bowl blue,,hypebeast-gyaru,b-drip,,trucker construction,,,strawberry earring
4551,Milady 4551,bushland,pink,sparkle,blue,silk shirt,braid black,spider neck tattoo,hypebeast,ss-drip,,alien hat,,,
4552,Milady 4552,streets,tan,sleepy,blue,remilia tank,braid black,,gyaru,b-drip,,,,smiley bead necklace,
4553,Milady 4553,mountain,pink,dilated,blue,pink knit polo,tuft brown,,prep,normal,milady pilled tattoo,,,,
4554,Milady 4554,mountain,pale,sparkle,brown,sailor lolita,tuft brown,,lolita,normal,,,,,
4555,Milady 4555,mountain,alien,classic,brown,bear sweater,braid blue,,prep,ss-drip,crescent tattoo,spotted fur hat,,,
4556,Milady 4556,roadside,pink,sparkle,blue,remilia tank,tuft brown,,lolita-gyaru,c-drip,,maid hat,,,safety pin piercing
4557,Milady 4557,bushland,clay,dilated,blue,peter pan collar shirt,short blonde,,lolita,c-drip,,bear hat,,,
4558,Milady 4558,train,pale,sparkle,blue,heihei shirt,braid green,anime chest tattoo,harajuku,a-drip,,,,,
4559,Milady 4559,mountain,pale,dilated,brown,mwo shirt,og blonde,,harajuku-gyaru,normal,,heihei hat,,,
4560,Milady 4560,sunrise,pink,dilated,brown,mape hoodie,braid black,,hypebeast,c-drip,nose ring gold,,,,cross earring
4561,Milady 4561,casino,clay,teary,brown,goth poncho,braid blue,,lolita,c-drip,,,,,
4562,Milady 4562,casino,pale,closed,blue,skull sweater,og blue,castle neck tattoo,hypebeast,b-drip,,,cobain glasses,,
4563,Milady 4563,tennis,pink,sparkle,blue,pink knit polo,bowl purple,,prep,c-drip,,,,,
4564,Milady 4564,roadside,pale,classic,blue,malenciaga neon,bowl purple,,hypebeast,a-drip,,,,,
4565,Milady 4565,mountain,tan,dilated,gold,ribbon lolita,braid blue,,lolita,normal,,,,,
4566,Milady 4566,mountain,pink,sparkle,brown,pink knit polo,og black,,prep,s-drip,,spotted fur hat,,,chrome cross
4567,Milady 4567,harajuku,pink,sparkle,green,black blazer,tuft brown,,prep,normal,,,,,dual rings gold
4568,Milady 4568,roadside,pale,classic,grey,mouse tank,braid purple,,gyaru,b-drip,,trucker white rabbit,,milady beads,
4569,Milady 4569,sunset,tan,sparkle,brown,goth poncho,og blonde,,lolita,c-drip,,,,,
4570,Milady 4570,bushland,clay,teary,green,kogal cardigan,braid green,,prep,c-drip,snakebites,,,,safety pin piercing
4571,Milady 4571,clouds,clay,dilated,green,hikki condition shirt,braid purple,,prep-gyaru,b-drip,,ivy cap,,,
4572,Milady 4572,bushland,tan,teary,brown,leopard polo,tuft green,,harajuku-gyaru,ss-drip,milady pilled tattoo,bandana,,fliphone lanyard,
4573,Milady 4573,casino,clay,sparkle,gold,heihei shirt,tuft dark,,prep-harajuku,c-drip,,varsity cap,,pearl necklace,
4574,Milady 4574,sunset,clay,classic,green,gold spray puffer,braid brown,,hypebeast,normal,,,,,
4575,Milady 4575,sonora,clay,dilated,green,mouse tank,short blue,,gyaru,c-drip,,flower clip,,silver coin necklace,
4576,Milady 4576,bushland,pale,dilated,gold,blue sweatervest,bowl green,,prep-harajuku,normal,,bear ears,mottega sunglasses blue,smiley bead necklace,
4577,Milady 4577,sunrise,clay,classic,blue,meedles tracksuit,short orange,,hypebeast,normal,,,,,
4578,Milady 4578,sunrise,pale,closed,aqua,meedles tracksuit,short blonde,,hypebeast-harajuku,c-drip,,bear ears,,,double safety pins
4579,Milady 4579,bushland,clay,sparkle,lilac,bear sweater,og blue,,prep,normal,,,prescription glasses,,
4580,Milady 4580,casino,clay,sparkle,green,blue pink shirt,bowl brown,,lolita,normal,,,,,
4581,Milady 4581,mountain,clay,spiral,brown,football shirt,og frosted blonde,,prep-hypebeast,b-drip,,plaid bonnet,,,
4582,Milady 4582,sonora,tan,teary,green,mouse tank,bowl blue,,gyaru,s-drip,black hearts tattoo,trucker oasis,,coral cross necklace,
4583,Milady 4583,tennis,clay,heart eyes,blue,sheep pullover,bowl slate,,prep-harajuku,b-drip,teardrops tattoo,kossphones,,,
4584,Milady 4584,sunset,pink,sleepy,brown,ulzzang coat,bowl blue,,prep-gyaru,b-drip,,flower clip,,,double safety pins
4585,Milady 4585,bushland,pale,dilated,blue,im cute im punk shirt,short green,,harajuku-gyaru,normal,,kossphones,,,
4586,Milady 4586,sunset,pale,classic,blue,maf rothko,bowl purple,,hypebeast,c-drip,,,,,
4587,Milady 4587,tennis,pale,teary,green,kogal cardigan,bowl blue,,prep-gyaru,normal,,flower clip,,,
4588,Milady 4588,bushland,pink,dilated,green,maid,tuft dark,,lolita,normal,,,,,
